"date","device","failure","attribute1","attribute2","attribute3","attribute4","attribute5","attribute6","attribute7","attribute8","attribute9"
2015-01-26,"W1F0WZ0P",0,237959000,0,0,0,11,217485,0,0,0
2015-01-26,"W1F0X3H8",0,216447736,0,0,0,6,271061,0,0,0
2015-01-26,"W1F0X3MJ",0,237897904,0,0,0,11,236647,0,0,0
2015-01-26,"W1F0X3PR",0,63046792,0,0,0,6,248430,0,0,0
2015-01-26,"W1F0X3ZX",0,229451512,0,0,0,6,247238,0,0,1
2015-01-26,"W1F0X47W",0,45867344,0,0,0,12,247181,0,0,0
2015-01-26,"W1F0X4TS",0,16707968,4312,0,16,11,135966,0,0,0
2015-01-26,"W1F0X4ZX",0,212927800,0,0,0,13,316368,0,0,0
2015-01-26,"W1F0X5KA",0,26921608,0,0,0,13,246258,0,0,0
2015-01-26,"W1F0X5L8",0,71433096,0,0,0,11,248581,0,0,0
2015-01-26,"W1F0X5TL",0,1095832,0,0,0,12,241804,0,0,0
2015-01-26,"W1F0X6CF",0,108982504,0,0,0,6,267727,0,0,0
2015-01-26,"W1F0X6KZ",0,61865544,0,0,0,9,196804,0,0,0
2015-01-26,"W1F0X6SQ",0,48670448,0,0,0,11,244772,0,0,0
2015-01-26,"W1F0X6V0",0,159515184,0,0,0,11,236481,0,0,0
2015-01-26,"W1F0X6VJ",0,154044896,0,0,0,7,244356,0,0,0
2015-01-26,"W1F0X7P2",0,134663472,0,0,0,13,244398,0,0,0
2015-01-26,"W1F0X7QX",0,54077632,0,0,0,12,246398,0,0,0
2015-01-26,"W1F0XKWR",0,4048064,0,0,0,7,31,0,0,0
2015-01-26,"W1F0YJ6K",0,213462424,0,0,0,7,31,0,0,0
2015-01-26,"W1F0YKEW",0,182243048,0,0,0,23,45,0,0,0
2015-01-26,"W1F0Z2JE",0,141106384,0,0,0,12,281362,0,0,0
2015-01-26,"W1F0Z3FW",0,237143480,0,0,0,8,231176,0,0,0
2015-01-26,"W1F0Z4AY",0,169700224,0,0,0,7,187008,0,0,1
2015-01-26,"W1F0Z4SP",0,149331056,0,0,0,8,192925,0,0,3
2015-01-26,"W1F0Z4X2",0,230041176,0,0,0,8,315111,0,0,248
2015-01-26,"W1F0Z62G",0,196385800,0,0,0,9,193237,0,0,0
2015-01-26,"W1F0ZG5V",0,59910648,0,0,0,8,402549,0,0,0
2015-01-26,"W1F0ZJK8",0,18577192,0,0,0,8,210175,0,0,0
2015-01-26,"W1F0ZK0H",0,133100432,0,0,0,8,215626,0,0,0
2015-01-26,"W1F0ZVD8",0,106731744,0,0,0,14,334088,0,0,0
2015-01-26,"W1F10Y8K",0,195077832,0,0,0,9,214744,0,0,1
2015-01-26,"W1F111C6",0,162284832,0,0,0,10,424338,0,0,0
2015-01-26,"W1F111N7",0,186241840,0,0,0,8,213243,0,0,0
2015-01-26,"W1F111Q7",0,186107504,0,0,0,12,423297,0,0,0
2015-01-26,"W1F11CR1",0,132908752,0,0,0,9,425464,0,0,0
2015-01-26,"W1F11JQW",0,76602992,0,0,0,9,423326,0,0,0
2015-01-26,"W1F11ZG9",0,173135944,0,9,214,3,334942,0,0,1
2015-01-26,"W1F12JLS",0,104216864,0,0,0,16,335171,0,0,0
2015-01-26,"W1F133A0",0,157574792,0,0,6,10,220504,0,0,0
2015-01-26,"W1F1354W",0,123564688,0,0,0,8,226444,0,0,1
2015-01-26,"W1F13B09",0,102903920,0,0,0,8,427193,0,0,0
2015-01-26,"W1F13SJ7",0,6868856,8,0,0,10,29,0,0,0
2015-01-26,"W1F14FS4",0,59969048,0,0,0,6,244720,0,0,0
2015-01-26,"W1F14GTK",0,222057488,0,21,0,20,335586,0,0,33
2015-01-26,"W1F14H94",0,205157736,0,0,0,23,243169,0,0,0
2015-01-26,"W1F14HAQ",0,106126568,0,0,0,9,426209,0,0,0
2015-01-26,"W1F14N6K",0,105853856,0,0,0,14,339751,0,0,0
2015-01-26,"W1F14NBM",0,230025816,0,0,0,14,236761,0,0,0
2015-01-26,"W1F14NE5",0,15923664,0,0,0,9,372742,0,0,0
2015-01-26,"W1F14XGD",0,100522920,824,0,0,12,221481,0,0,0
2015-01-26,"W1F14XK6",0,43737080,0,0,0,10,423713,0,0,0
2015-01-26,"W1F15NRT",0,47341384,0,0,0,9,426185,0,0,0
2015-01-26,"W1F15P5S",0,56639728,0,0,0,8,210317,0,0,0
2015-01-26,"W1F16RA7",0,91988888,0,0,0,11,210816,0,0,1
2015-01-26,"W1F17D9Z",0,237534896,0,0,0,10,215658,0,0,0
2015-01-26,"W1F17DKS",0,234225680,0,0,0,11,217217,0,0,0
2015-01-26,"W1F17E35",0,108813888,0,0,0,10,221139,0,0,4
2015-01-26,"W1F17GR6",0,47386560,44152,0,0,12,149243,0,0,0
2015-01-26,"W1F17RLV",0,163543496,0,0,0,9,220642,0,0,0
2015-01-26,"W1F181WP",0,29777880,2000,0,0,24,46,0,0,0
2015-01-26,"W1F18TKX",0,18628776,0,0,0,11,211240,0,0,0
2015-01-26,"W1F18YT8",0,35229928,0,0,0,12,244159,0,0,0
2015-01-26,"W1F19BPT",0,37865888,16,0,0,23,45,0,0,0
2015-01-26,"W1F19J5Q",0,27855432,0,0,0,8,248677,0,0,0
2015-01-26,"W1F19LPJ",0,108322376,0,0,0,12,249108,0,0,0
2015-01-26,"W1F1AN6A",0,52366184,0,0,0,11,40,0,0,0
2015-01-26,"W1F1B0KF",0,72030840,0,0,0,10,2051,0,0,0
2015-01-26,"W1F1BAE6",0,84571432,0,0,0,9,21,0,0,1
2015-01-26,"W1F1BFHS",0,182865944,0,0,0,7,26,0,0,0
2015-01-26,"W1F1BFMS",0,22272352,0,61,0,13,43,0,0,0
2015-01-26,"W1F1BFP5",0,125255344,40,0,12,8,139874,0,0,0
2015-01-26,"W1F1BFRJ",0,71183232,0,0,0,13,43,0,0,0
2015-01-26,"W1F1BFZT",0,97268408,0,0,0,10,29,0,0,0
2015-01-26,"W1F1BG0P",0,218909160,96,0,0,9,27,0,0,0
2015-01-26,"W1F1BG4H",0,192311040,24,0,0,11,36,0,0,0
2015-01-26,"W1F1BGAB",0,106744520,0,0,0,8,26,0,0,1
2015-01-26,"W1F1BQTN",0,170483768,0,0,0,9,219550,0,0,0
2015-01-26,"W1F1BRM3",0,13001424,0,0,0,9,237621,0,0,0
2015-01-26,"W1F1BS0H",0,85128208,0,0,0,14,283537,0,0,0
2015-01-26,"W1F1BS9T",0,223486184,0,0,0,12,249531,0,0,0
2015-01-26,"W1F1BTB2",0,81664600,0,0,0,16,338269,0,0,0
2015-01-26,"W1F1BW8W",0,216569072,0,0,0,12,248885,0,0,0
2015-01-26,"W1F1BZTM",0,155513856,0,0,0,13,43,0,0,5
2015-01-26,"W1F1C0R9",0,168200088,0,1,0,11,222059,0,0,2
2015-01-26,"W1F1C51R",0,160726096,0,0,0,10,429837,0,0,0
2015-01-26,"W1F1C9HM",0,42348240,0,0,0,7,26,0,0,0
2015-01-26,"W1F1C9TE",0,158632816,8,0,8,10,7490,0,0,0
2015-01-26,"W1F1C9WG",0,244102752,0,0,0,13,43,0,0,0
2015-01-26,"W1F1CA72",0,51001712,0,0,0,8,26,0,0,0
2015-01-26,"W1F1CB5E",0,62911856,40,0,0,9,26,0,0,0
2015-01-26,"W1F1CCGF",0,153307304,8,0,0,10,29,0,0,0
2015-01-26,"W1F1CDDP",0,128378616,656,0,2,8,190301,16,16,0
2015-01-26,"W1F1CHY9",0,60424480,0,34,0,20,293215,0,0,205
2015-01-26,"W1F1CJ1K",0,118011888,0,0,0,9,218630,0,0,0
2015-01-26,"W1F1CJ27",0,156593888,0,0,0,12,244354,0,0,0
2015-01-26,"W1F1CJ3G",0,151836544,0,7,0,8,229151,0,0,0
2015-01-26,"W1F1CK1V",0,77457720,0,0,0,13,247860,0,0,0
2015-01-26,"W1F1CK5G",0,122393008,0,0,0,11,221047,0,0,0
2015-01-26,"W1F1CKB5",0,26190064,0,0,0,9,218386,0,0,0
2015-01-26,"W1F1CKJZ",0,219110944,0,0,0,9,211769,0,0,0
2015-01-26,"W1F1CKKW",0,150280896,0,0,0,16,324654,0,0,1
2015-01-26,"W1F1CKXZ",0,151737896,0,0,0,12,236790,0,0,0
2015-01-26,"W1F1CL1K",0,23726704,0,0,112,17,341962,0,0,0
2015-01-26,"W1F1CL8Q",0,129382712,0,0,0,11,246705,0,0,0
2015-01-26,"W1F1CLBY",0,106150344,0,0,0,9,209430,0,0,0
2015-01-26,"W1F1CLED",0,242090176,0,0,0,9,424311,0,0,0
2015-01-26,"W1F1CLH3",0,244109600,0,0,0,9,220527,0,0,0
2015-01-26,"W1F1CLJG",0,171101920,0,0,0,8,248064,0,0,0
2015-01-26,"W1F1CLNF",0,21750256,0,0,0,11,253825,0,0,0
2015-01-26,"W1F1CM7H",0,72199968,0,0,0,12,41,0,0,0
2015-01-26,"W1F1CM93",0,37013096,0,0,0,12,41,0,0,0
2015-01-26,"W1F1CMVG",0,116041168,0,0,0,10,28,0,0,0
2015-01-26,"W1F1CMVW",0,96087992,0,0,0,13,43,0,0,0
2015-01-26,"W1F1CNV3",0,224979008,0,0,0,9,27,0,0,0
2015-01-26,"W1F1CZLY",0,73396864,0,0,0,11,219716,0,0,0
2015-01-26,"W1F1D8GZ",0,20862616,0,0,0,10,425678,0,0,0
2015-01-26,"W1F1D99S",0,211396184,0,0,0,9,211024,0,0,0
2015-01-26,"W1F1DA55",0,58986712,0,0,0,13,43,0,0,0
2015-01-26,"W1F1DABR",0,202896648,0,0,0,10,28,0,0,0
2015-01-26,"W1F1DN0Y",0,59903216,0,0,0,24,244451,0,0,0
2015-01-26,"W1F1DN3S",0,93400880,0,0,0,11,221491,0,0,0
2015-01-26,"W1F1DNYH",0,205830256,0,0,0,11,218854,0,0,4
2015-01-26,"W1F1DPSA",0,138312976,0,0,0,11,36,0,0,0
2015-01-26,"W1F1DQJD",0,149522184,0,0,0,4,9,0,0,0
2015-01-26,"W1F1DQN8",0,15381552,0,0,0,10,28,0,0,0
2015-01-26,"W1F1DQQT",0,79715216,0,18,0,9,27,0,0,4
2015-01-26,"W1F1DQR9",0,37350312,0,0,0,8,26,0,0,0
2015-01-26,"W1F1DX8D",0,15432024,0,0,0,25,254049,0,0,0
2015-01-26,"W1F1FHEK",0,144709520,0,0,0,13,43,0,0,0
2015-01-26,"W1F1FZ8B",0,61312760,0,0,0,11,35,0,0,0
2015-01-26,"W1F1GLFN",0,169080352,0,0,0,5,241843,0,0,0
2015-01-26,"W1F1GMWX",0,46444384,0,0,0,6,24,0,0,0
2015-01-26,"W1F1MRP9",0,191669472,0,0,0,6,228814,0,0,0
2015-01-26,"W1F1N6V6",0,99350320,0,0,0,6,240349,0,0,0
2015-01-26,"W1F1NS0C",0,9789696,0,0,0,6,239212,0,0,0
2015-01-26,"W1F1ZVME",0,72896184,0,0,0,37,294694,0,0,0
2015-01-26,"Z1F02KDL",0,224241064,0,0,0,7,287979,0,0,18
2015-01-26,"Z1F02NBQ",0,149778648,0,0,0,5,241209,0,0,0
2015-01-26,"Z1F04CA7",0,202512336,0,0,0,5,205089,0,0,0
2015-01-26,"Z1F04GCH",0,99109520,0,0,0,13,309863,0,0,0
2015-01-26,"Z1F0AHAT",0,228595200,0,0,6,8,266419,0,0,0
2015-01-26,"Z1F0AM4J",0,34438944,0,0,0,4,327489,0,0,0
2015-01-26,"Z1F0B4XZ",0,194989464,0,70,0,10,278261,0,0,1165
2015-01-26,"Z1F0BA45",0,110860448,0,0,0,8,397435,0,0,0
2015-01-26,"Z1F0CBSH",0,77805200,992,0,0,5,331420,0,0,0
2015-01-26,"Z1F0CRT8",0,212058680,0,0,0,10,308581,0,0,0
2015-01-26,"Z1F0E1CS",0,118414768,0,0,0,10,311673,0,0,13
2015-01-26,"Z1F0EWVK",0,239920144,0,0,0,36,291501,0,0,0
2015-01-26,"Z1F0FAZJ",0,64902768,0,0,0,5,280150,0,0,18
2015-01-26,"Z1F0FSBY",0,1100568,2008,0,0,6,206246,0,0,0
2015-01-26,"Z1F0G55J",0,220651400,0,0,0,39,276792,0,0,0
2015-01-26,"Z1F0GB8A",0,171163984,0,0,0,7,226352,0,0,0
2015-01-26,"Z1F0GE1M",0,141758368,0,0,0,8,221394,0,0,0
2015-01-26,"Z1F0K451",0,120702016,0,0,0,7,296080,0,0,0
2015-01-26,"Z1F0KJDS",0,153084784,0,0,0,9,224640,0,0,0
2015-01-26,"Z1F0KKN4",0,31317952,0,0,0,7,221890,0,0,0
2015-01-26,"Z1F0KQWF",0,17465288,0,0,0,12,311702,0,0,0
2015-01-26,"Z1F0KSLS",0,183541072,0,0,0,66,240970,0,0,0
2015-01-26,"Z1F0L2VS",0,210883216,0,2,0,94,238354,0,0,0
2015-01-26,"Z1F0L3BL",0,61618040,0,0,0,6,305443,0,0,0
2015-01-26,"Z1F0L4T5",0,154181048,0,0,0,11,333360,0,0,0
2015-01-26,"Z1F0L613",0,173057520,0,0,0,60,235461,0,0,0
2015-01-26,"Z1F0L6BY",0,26631168,0,0,0,60,236130,0,0,0
2015-01-26,"Z1F0L6DJ",0,145862648,0,0,0,63,236894,0,0,0
2015-01-26,"Z1F0L7PX",0,34232624,0,0,0,11,307565,0,0,1
2015-01-26,"Z1F0LB4J",0,561008,0,0,0,7,306094,0,0,0
2015-01-26,"Z1F0LBBG",0,195439592,0,0,0,6,316025,0,0,0
2015-01-26,"Z1F0LH2M",0,201289520,0,0,0,9,448122,0,0,0
2015-01-26,"Z1F0LH7B",0,217102160,0,0,0,11,454574,0,0,0
2015-01-26,"Z1F0LH7E",0,82975792,0,0,0,5,219240,0,0,0
2015-01-26,"Z1F0LKEE",0,98533992,0,0,0,11,467105,0,0,0
2015-01-26,"Z1F0LKMJ",0,111414624,0,0,0,11,466404,0,0,0
2015-01-26,"Z1F0LKWC",0,90416072,0,0,0,10,457358,0,0,0
2015-01-26,"Z1F0LKX4",0,238057928,0,0,0,11,458071,0,0,0
2015-01-26,"Z1F0LL7D",0,71437920,0,0,0,8,304149,0,0,10
2015-01-26,"Z1F0LLED",0,71010512,0,0,0,7,304733,0,0,1
2015-01-26,"Z1F0LLFY",0,77669160,0,0,0,58,236595,0,0,2
2015-01-26,"Z1F0LLKC",0,191085704,0,1,0,78,237642,0,0,104
2015-01-26,"Z1F0LLKR",0,123187856,0,0,0,10,463050,0,0,1
2015-01-26,"Z1F0LLPJ",0,59802640,0,0,0,9,469401,0,0,0
2015-01-26,"Z1F0LLPS",0,95498216,0,0,0,10,465295,0,0,0
2015-01-26,"Z1F0LM11",0,113876944,0,0,0,8,305390,0,0,2
2015-01-26,"Z1F0LM6T",0,98069656,0,0,0,11,469416,0,0,0
2015-01-26,"Z1F0LNQB",0,181077136,0,0,0,10,458747,0,0,0
2015-01-26,"Z1F0LQGS",0,122748720,0,0,0,7,308868,0,0,0
2015-01-26,"Z1F0LRLQ",0,199990648,0,0,0,12,308810,0,0,5
2015-01-26,"Z1F0LSHN",0,141886784,0,0,0,12,311357,0,0,0
2015-01-26,"Z1F0LSNZ",0,71255024,0,318,0,6,309603,0,0,18
2015-01-26,"Z1F0LSPT",0,116050560,0,0,0,7,308332,0,0,0
2015-01-26,"Z1F0LSQ4",0,150152728,0,0,0,7,317487,0,0,0
2015-01-26,"Z1F0LSXW",0,182718576,0,0,0,7,304041,0,0,0
2015-01-26,"Z1F0LT0S",0,54384968,0,0,0,6,318819,0,0,0
2015-01-26,"Z1F0LT3Y",0,104021416,0,0,0,10,455428,0,0,0
2015-01-26,"Z1F0LV8X",0,7095192,0,0,0,7,319893,0,0,1
2015-01-26,"Z1F0LV93",0,101535560,0,0,0,10,466801,0,0,0
2015-01-26,"Z1F0LVEM",0,224803440,0,0,6,57,236384,0,0,1
2015-01-26,"Z1F0LVGY",0,164537672,0,0,0,7,320221,24,24,0
2015-01-26,"Z1F0LVL5",0,239499624,0,0,0,11,467300,0,0,0
2015-01-26,"Z1F0M0XP",0,135801672,0,0,0,10,312687,0,0,3
2015-01-26,"Z1F0MA1S",0,46447424,0,0,0,8,220993,0,0,0
2015-01-26,"Z1F0MBGF",0,198583152,0,0,0,57,236196,0,0,0
2015-01-26,"Z1F0MCCA",0,31457592,0,0,0,12,326066,0,0,0
2015-01-26,"Z1F0MM43",0,151792808,0,0,0,16,273407,0,0,0
2015-01-26,"Z1F0MP8Q",0,71925144,0,0,1,7,267259,0,0,0
2015-01-26,"Z1F0MR6M",0,65954088,0,0,0,13,308881,0,0,0
2015-01-26,"Z1F0MRPJ",0,126365320,0,0,0,9,224253,0,0,0
2015-01-26,"Z1F0MSSJ",0,200085000,0,0,0,11,310328,0,0,3
2015-01-26,"Z1F0MTFT",0,176069856,0,0,0,12,269477,0,0,0
2015-01-26,"Z1F0MWE7",0,123800224,0,0,0,13,311317,0,0,0
2015-01-26,"Z1F0MXFY",0,101683784,0,0,0,10,237504,0,0,0
2015-01-26,"Z1F0MYCF",0,17717496,0,0,0,10,312180,0,0,0
2015-01-26,"Z1F0MYEL",0,92809776,0,3,0,37,279042,0,0,3
2015-01-26,"Z1F0N5AD",0,166881760,0,0,0,68,236043,0,0,0
2015-01-26,"Z1F0N7VR",0,63745960,0,0,0,9,236038,0,0,0
2015-01-26,"Z1F0P16F",0,127847576,1088,0,0,7,289606,0,0,2
2015-01-26,"Z1F0P5D9",0,235706872,0,0,0,31,275142,0,0,2
2015-01-26,"Z1F0PSHD",0,42570968,0,0,0,37,271182,0,0,1
2015-01-26,"Z1F0Q8RT",0,235638472,0,0,4,9,206562,0,0,0
2015-01-26,"Z1F0Q9H0",0,145272344,0,0,0,32,277057,0,0,0
2015-01-26,"Z1F0QGSE",0,140316464,0,0,0,32,273785,0,0,0
2015-01-26,"Z1F0QGWP",0,73464592,0,0,0,12,269803,0,0,1
2015-01-26,"Z1F0QH0C",0,38146160,0,1,0,8,224429,0,0,0
2015-01-26,"Z1F0QH7R",0,192747888,0,0,0,12,311334,0,0,0
2015-01-26,"Z1F0QK05",0,216988296,0,0,0,9,221620,0,0,0
2015-01-26,"Z1F0QKGH",0,144866320,0,0,0,14,276611,0,0,0
2015-01-26,"Z1F0QKMV",0,133060744,0,0,0,10,310949,0,0,0
2015-01-26,"Z1F0QL3N",0,170783944,0,0,0,10,226296,0,0,0
2015-01-26,"Z1F0QLC1",0,137524032,0,0,0,8,222137,0,0,0
2015-01-26,"Z1F0QLC7",0,179366232,0,0,0,64,198673,0,0,0
2015-01-26,"Z1F0QQ5F",0,200060672,0,0,0,12,308934,0,0,0
2015-01-26,"Z1F0QZJB",0,146244856,0,0,6,10,309858,0,0,0
2015-01-26,"Z1F0R8QZ",0,79156600,0,15,0,95,240187,0,0,155
2015-01-26,"Z1F0RGQV",0,7709928,0,0,0,89,231023,0,0,0
2015-01-26,"Z1F0VJ8V",0,207380336,0,0,0,15,41,0,0,0
2015-01-26,"Z1F0VNSW",0,10977000,0,0,0,5,208132,0,0,0
2015-01-26,"Z1F0W23J",0,152549144,0,0,0,8,426823,0,0,10
2015-01-26,"Z1F0WPTF",0,40836952,0,0,0,10,35,0,0,0
2015-01-26,"Z1F0ZCPW",0,224301024,0,0,0,8,186890,0,0,1
2015-01-26,"Z1F11B2R",0,70969592,0,0,0,6,348948,0,0,0
2015-01-26,"Z1F11SL0",0,192531936,0,0,0,8,190119,0,0,0
2015-01-26,"Z1F11SYE",0,50216192,0,0,2,7,199824,0,0,0
2015-01-26,"Z1F130LH",0,166160344,2304,0,0,24,254312,0,0,0
2015-01-26,"Z1F1479Y",0,120848880,0,0,0,8,203734,0,0,0
2015-01-26,"Z1F147WQ",0,214219472,0,0,0,8,169147,0,0,0
2015-01-26,"Z1F148T1",0,3933664,0,0,0,8,198461,0,0,0
2015-01-26,"Z1F14BGY",0,232796456,0,0,0,8,203326,0,0,0
2015-01-26,"Z1F15HYM",0,237877624,0,0,0,8,238121,0,0,0
2015-01-26,"Z1F1652D",0,231843128,0,0,0,8,208658,0,0,0
2015-01-26,"Z1F1653X",0,73697232,0,0,34,8,191009,0,0,0
2015-01-26,"Z1F16BR1",0,214970896,0,0,0,9,171978,0,0,8
2015-01-26,"Z1F17XPD",0,56362584,0,1,0,3,217907,0,0,1
2015-01-26,"Z1F17YTD",0,63483408,0,1,0,5,222725,0,0,8
2015-01-26,"Z1F17ZCN",0,231866152,0,1,10,3,217167,0,0,0
2015-01-26,"Z1F18YB3",0,210870136,0,0,0,8,247199,0,0,0
2015-01-26,"Z1F18YST",0,28311112,0,0,0,8,227863,0,0,0
2015-01-26,"Z1F1901P",0,52345496,0,0,0,8,239346,0,0,0
2015-01-26,"Z1F19KMH",0,12087368,0,0,0,14,44,0,0,5
2015-01-26,"Z1F19QH0",0,17041064,0,0,0,15,45,0,0,0
2015-01-26,"Z1F19TP2",0,50587856,24,0,0,9,27,0,0,0
2015-01-26,"Z1F19TVX",0,175011856,0,0,0,11,88840,8,8,0
2015-01-26,"Z1F1A0LM",0,172537120,0,0,0,7,250224,0,0,0
2015-01-26,"Z1F1A0RP",0,141552128,0,0,0,7,197764,0,0,0
2015-01-26,"Z1F1A1HH",0,231819688,0,0,0,7,228051,0,0,0
2015-01-26,"Z1F1A83K",0,82844456,0,0,0,11,27,0,0,0
2015-01-26,"Z1F1AD0M",0,146438560,0,0,1,21,237205,0,0,0
2015-01-26,"Z1F1AFF2",0,31997880,112,0,0,12,37,0,0,0
2015-01-26,"Z1F1B6NP",0,44135344,0,0,0,11,29,0,0,1
2015-01-26,"Z1F1B799",0,62372232,0,0,0,14,43,0,0,0
2015-01-26,"Z1F1CZ35",0,74400640,0,0,0,8,234606,0,0,0
2015-01-26,"Z1F1FZ9J",0,178707840,0,0,0,5,230467,0,0,0
2015-01-26,"Z1F1Q9BD",0,198863976,0,0,0,7,242126,0,0,0
2015-01-26,"Z1F1R76A",0,135139248,0,0,0,6,335323,0,0,12
2015-01-26,"Z1F1RJFA",0,12707168,1576,1,0,4,332802,0,0,0
2015-01-26,"Z1F1VMZB",0,242361392,0,0,0,5,214209,0,0,0
2015-01-26,"Z1F1VQFY",0,185872608,0,0,0,6,243631,0,0,0
2015-01-26,"Z1F26YZB",0,205563024,0,1,0,1,289551,0,0,0
2015-01-26,"Z1F282ZV",0,150749920,0,1,0,1,190173,0,0,0
2015-01-26,"Z1F2PBHX",0,191817864,0,0,0,5,157405,0,0,0
2015-01-27,"S1F01E6Y",0,113720848,0,0,0,12,259359,0,0,0
2015-01-27,"S1F01R2B",0,227307008,0,0,0,17,329763,0,0,3
2015-01-27,"S1F01XDJ",0,10624968,0,0,0,8,422503,0,0,0
2015-01-27,"S1F02A0J",0,179459768,0,1,0,15,326541,0,0,0
2015-01-27,"S1F02L38",0,211069112,0,0,0,2,242314,0,0,8
2015-01-27,"S1F03YZM",0,147081280,0,0,0,8,225628,0,0,0
2015-01-27,"S1F044ET",0,183259088,0,0,0,5,255228,0,0,0
2015-01-27,"S1F06ZX2",0,165447176,0,0,0,9,424074,0,0,0
2015-01-27,"S1F09DZQ",0,111134128,184,0,2,7,399857,0,0,2
2015-01-27,"S1F0AADQ",0,134437328,0,0,0,8,398820,0,0,1
2015-01-27,"S1F0AEFT",0,222646064,0,0,0,10,409395,0,0,0
2015-01-27,"S1F0BVK1",0,210463184,0,0,0,5,257622,0,0,0
2015-01-27,"S1F0BWZ3",0,208013944,0,0,0,8,370257,0,0,2
2015-01-27,"S1F0C95J",0,46377928,0,0,0,5,256368,0,0,0
2015-01-27,"S1F0CE60",0,173844608,0,0,0,6,233748,0,0,0
2015-01-27,"S1F0CVWK",0,112023256,1936,0,6,8,369981,0,0,0
2015-01-27,"S1F0DKAN",0,155943168,0,0,0,6,277680,0,0,0
2015-01-27,"S1F0DSTY",0,79611216,0,0,0,12,460150,0,0,0
2015-01-27,"S1F0E9EP",0,25168032,0,0,0,9,222702,0,0,0
2015-01-27,"S1F0EEP2",0,40620808,0,0,0,13,263820,0,0,0
2015-01-27,"S1F0EGMT",0,175915920,0,0,0,10,221518,0,0,0
2015-01-27,"S1F0EGSH",0,37107336,0,0,0,11,240090,0,0,0
2015-01-27,"S1F0F4EB",0,102832080,0,0,0,10,226405,0,0,3
2015-01-27,"S1F0F4G4",0,84128464,0,0,0,10,311600,0,0,2
2015-01-27,"S1F0FGBQ",0,92842632,0,0,0,10,193153,0,0,0
2015-01-27,"S1F0FP0C",0,148050064,0,0,0,10,226094,0,0,0
2015-01-27,"S1F0FVBE",0,113831464,0,0,0,14,313610,0,0,0
2015-01-27,"S1F0FW8K",0,25606920,0,0,0,92,236173,0,0,0
2015-01-27,"S1F0FZ8F",0,237221504,0,0,0,8,221548,0,0,0
2015-01-27,"S1F0G0XX",0,31101624,0,0,0,12,312377,0,0,0
2015-01-27,"S1F0G9ZF",0,187811656,0,0,0,70,237150,0,0,0
2015-01-27,"S1F0GCED",0,120059200,0,0,0,9,227257,0,0,0
2015-01-27,"S1F0GGJD",0,228873896,0,0,0,62,208616,0,0,0
2015-01-27,"S1F0GGPP",0,168593568,0,0,0,10,225829,0,0,0
2015-01-27,"S1F0GHJ1",0,206517344,0,0,0,58,237077,0,0,0
2015-01-27,"S1F0GJL9",0,66181224,0,0,0,63,239202,0,0,0
2015-01-27,"S1F0GJW3",0,71154256,0,0,0,9,227537,0,0,0
2015-01-27,"S1F0GKFX",0,21680784,0,0,0,65,240014,0,0,0
2015-01-27,"S1F0GKL6",0,231254792,0,0,0,90,238395,0,0,0
2015-01-27,"S1F0GPFZ",0,14026136,0,0,0,9,221211,0,0,0
2015-01-27,"S1F0GPXY",0,231735304,0,0,0,9,222386,0,0,0
2015-01-27,"S1F0GQCL",0,112530088,0,0,0,92,234143,0,0,0
2015-01-27,"S1F0GRB1",0,101610496,0,0,0,67,238942,0,0,0
2015-01-27,"S1F0GSD9",0,198283744,0,0,0,12,222911,0,0,0
2015-01-27,"S1F0GSHB",0,36445320,0,0,0,91,241058,0,0,0
2015-01-27,"S1F0GV0W",0,92095392,0,5,6,95,238713,0,0,0
2015-01-27,"S1F0H6JG",0,111993080,0,0,0,8,218246,0,0,0
2015-01-27,"S1F0H6JJ",0,85859976,0,0,0,35,275622,0,0,2
2015-01-27,"S1F0J5JH",0,204733928,0,0,0,8,226454,0,0,0
2015-01-27,"S1F0JD7P",0,199477480,0,0,0,58,241308,0,0,0
2015-01-27,"S1F0JGJV",0,233561160,0,0,0,8,220684,0,0,0
2015-01-27,"S1F0JMRJ",0,103466864,0,0,0,39,274988,0,0,14
2015-01-27,"S1F0KY6R",0,173568560,0,0,0,14,310401,0,0,0
2015-01-27,"S1F0KYCR",0,69761520,0,0,0,10,225063,0,0,0
2015-01-27,"S1F0KZJJ",0,105518744,0,0,0,37,278136,0,0,0
2015-01-27,"S1F0L0DW",0,228964448,0,0,0,7,306764,0,0,0
2015-01-27,"S1F0LBMG",0,75896576,0,0,0,7,307818,0,0,7
2015-01-27,"S1F0LBY2",0,152157872,0,0,0,12,467412,0,0,0
2015-01-27,"S1F0LCKH",0,162397472,0,0,0,12,469864,0,0,0
2015-01-27,"S1F0LCQX",0,185582600,0,0,0,7,304785,0,0,0
2015-01-27,"S1F0LCVC",0,26760320,0,0,0,8,218510,0,0,0
2015-01-27,"S1F0LD15",0,93305480,0,0,0,6,308229,0,0,0
2015-01-27,"S1F0LD2C",0,92962480,0,0,0,13,459738,0,0,0
2015-01-27,"S1F0LD73",0,111592000,0,0,0,6,307272,0,0,0
2015-01-27,"S1F0LR01",0,145858728,0,0,8,9,169543,0,0,0
2015-01-27,"S1F0M2PQ",0,93917024,0,0,6,60,240639,0,0,0
2015-01-27,"S1F0MBV5",0,150151328,0,0,0,4,361973,0,0,0
2015-01-27,"S1F0P1K7",0,36228624,0,0,0,2,269183,0,0,0
